start	end	text
560280	565760	needed to have and I stayed there and I was patient in the exercise and I kept
565760	571560	going with it and that was important to me. Okay, I want you to write that down.
571560	575520	Write it how it made you feel and then I want you to work back with it. I want you
575520	581200	to tell yourself that you are already how it made you feel because you've
581200	585920	already accomplished it. What this does that's so important is it actually
585920	590320	brings you to a place where you're creating a belief around what you
590320	596720	already did and it propels you to do even more and even better in the future
596720	602200	and we need that for riding, right? If you trot really well you know you can
602200	607040	canter really well at the simplest level. If you've gone to a horse show over here
607040	610800	you're gonna go to the next one you're gonna do even better. You create a
610800	615360	belief system around what you've already accomplished. Focus on the things that
615360	623080	you did well and it will propel you to do things better. So I'm really excited
623080	628680	to talk about this with you guys. We have one more week and I'm super excited that
628680	634240	you guys could share with me this week and I hope you've gotten all these
634240	638000	things written down so that you can celebrate with yourself every single
638000	643840	day. As always, for the sake of the horse.
